humidite_sol,temperature_air,humidite_air,pluie_prevue_mm,type_sol,type_culture,besoin_arrosage,quantite_eau_litres_m2
30.5,34.6,54.4,7.8,Argileux,Céréales,0,0.0
56.0,20.0,34.2,1.3,Argileux,Arboriculture,0,0.0
68.5,28.2,82.6,4.8,Argileux,Céréales,0,0.0
53.5,26.5,48.4,13.8,Sableux,Maraîchage,0,0.0
47.1,15.1,35.1,5.1,Sableux,Arboriculture,0,0.0
45.2,16.8,23.3,3.9,Sableux,Arboriculture,0,0.0
43.8,26.1,43.4,0.3,Limoneux,Maraîchage,0,0.0
32.3,39.9,28.8,4.2,Sableux,Céréales,1,6.45
35.1,30.1,43.8,0.0,Argileux,Céréales,1,7.33
77.6,13.9,68.4,0.0,Argileux,Céréales,0,0.0
42.6,8.0,48.2,4.2,Argileux,Arboriculture,0,0.0
27.7,31.1,61.4,0.1,Sableux,Arboriculture,1,11.91
33.6,25.3,42.0,1.0,Sableux,Maraîchage,0,0.0
69.2,34.0,56.2,5.8,Argileux,Arboriculture,0,0.0
59.9,19.8,89.6,0.1,Sableux,Céréales,0,0.0
57.3,28.5,48.7,0.4,Limoneux,Arboriculture,0,0.0
39.3,31.9,61.9,2.4,Argileux,Arboriculture,1,11.14
57.6,22.9,26.8,12.2,Sableux,Céréales,1,4.0
30.8,23.0,82.4,3.4,Sableux,Céréales,1,4.0
39.3,26.2,46.4,8.8,Sableux,Céréales,0,0.0
66.3,29.8,73.9,8.6,Sableux,Arboriculture,0,0.0
64.2,25.9,52.8,15.0,Sableux,Céréales,0,0.0
23.4,32.8,66.0,5.9,Argileux,Maraîchage,1,9.03
26.2,22.8,67.1,3.6,Limoneux,Céréales,1,4.39
47.4,16.7,46.9,0.5,Argileux,Maraîchage,0,0.0
83.0,39.8,74.7,3.7,Argileux,Céréales,1,4.0
2.9,21.8,41.3,2.5,Argileux,Maraîchage,1,13.58
51.1,22.0,69.0,2.7,Sableux,Maraîchage,0,0.0
14.7,25.5,48.0,2.5,Sableux,Arboriculture,1,12.69
31.0,26.5,61.3,5.0,Argileux,Maraîchage,0,0.0
37.0,23.3,46.7,6.3,Sableux,Céréales,1,4.0
35.7,25.9,55.9,0.0,Sableux,Arboriculture,1,9.26
33.3,25.7,35.7,1.4,Argileux,Arboriculture,1,13.64
45.2,27.2,59.5,2.9,Argileux,Céréales,1,4.24
33.2,9.5,55.8,5.0,Argileux,Maraîchage,1,6.0
12.8,39.2,45.3,2.8,Argileux,Arboriculture,1,19.87
62.2,25.0,54.0,10.3,Sableux,Arboriculture,0,0.0
61.6,30.1,57.4,4.0,Argileux,Céréales,0,0.0
63.5,16.4,43.9,0.8,Argileux,Maraîchage,0,0.0
11.1,22.7,52.7,4.7,Argileux,Maraîchage,1,10.53
51.6,21.3,36.9,3.1,Argileux,Maraîchage,0,0.0
59.9,36.3,97.2,1.7,Argileux,Maraîchage,1,6.0
22.3,21.9,74.1,0.4,Limoneux,Arboriculture,1,11.06
45.2,31.3,59.9,0.3,Sableux,Maraîchage,0,0.0
42.4,21.4,76.1,0.6,Limoneux,Maraîchage,0,0.0
85.5,22.8,19.4,1.6,Sableux,Arboriculture,0,0.0
87.3,24.3,10.0,3.5,Sableux,Arboriculture,0,0.0
8.4,35.0,47.8,5.7,Sableux,Maraîchage,1,10.77
99.9,12.8,30.2,0.5,Argileux,Céréales,0,0.0
24.9,16.8,50.7,0.2,Limoneux,Céréales,0,0.0
66.6,12.4,58.7,1.0,Limoneux,Céréales,0,0.0
66.4,18.4,71.6,4.4,Argileux,Arboriculture,0,0.0
23.1,20.3,34.5,0.4,Limoneux,Arboriculture,1,13.63
55.9,14.7,62.2,4.2,Limoneux,Arboriculture,0,0.0
42.6,20.9,55.3,4.1,Sableux,Maraîchage,0,0.0
57.2,11.9,61.3,4.9,Argileux,Maraîchage,1,6.0
50.1,18.9,45.6,1.1,Limoneux,Céréales,0,0.0
71.3,34.4,79.9,1.6,Sableux,Maraîchage,0,0.0
46.7,28.8,53.1,2.9,Argileux,Céréales,1,4.54
41.3,27.3,86.9,19.3,Argileux,Maraîchage,0,0.0
69.1,19.0,40.8,1.3,Sableux,Arboriculture,0,0.0
57.8,15.2,68.4,2.8,Sableux,Maraîchage,0,0.0
61.1,18.0,53.9,8.2,Sableux,Maraîchage,1,6.0
30.4,25.7,49.1,2.1,Sableux,Maraîchage,1,7.13
22.0,32.1,66.4,1.9,Sableux,Maraîchage,1,8.81
32.5,32.3,49.6,1.2,Argileux,Céréales,1,7.26
31.3,30.4,10.0,2.7,Limoneux,Céréales,1,7.4
62.3,20.8,10.0,0.8,Argileux,Arboriculture,0,0.0
66.5,26.2,77.9,1.9,Argileux,Maraîchage,1,6.0
41.6,23.8,77.1,1.4,Limoneux,Céréales,0,0.0
76.5,24.6,89.0,4.6,Limoneux,Céréales,0,0.0
75.1,40.3,54.7,2.2,Sableux,Céréales,0,0.0
50.4,13.7,31.7,0.9,Sableux,Arboriculture,0,0.0
26.9,24.4,47.4,2.8,Limoneux,Maraîchage,0,0.0
79.7,34.5,55.2,1.9,Sableux,Céréales,0,0.0
43.7,15.7,36.9,1.2,Sableux,Arboriculture,0,0.0
47.8,21.5,84.7,0.3,Sableux,Arboriculture,0,0.0
37.5,22.3,95.3,3.1,Argileux,Céréales,1,4.0
25.4,24.4,63.6,6.6,Limoneux,Céréales,0,0.0
12.7,14.8,54.8,0.5,Argileux,Arboriculture,0,0.0
58.9,30.2,31.7,1.3,Limoneux,Céréales,1,4.0
27.8,30.7,82.8,2.8,Sableux,Arboriculture,1,8.2
100.0,29.6,56.4,0.4,Limoneux,Maraîchage,0,0.0
21.1,19.9,49.8,0.3,Sableux,Céréales,0,0.0
17.3,26.6,63.7,0.1,Argileux,Maraîchage,1,12.03
56.2,19.7,44.5,0.0,Sableux,Maraîchage,1,6.0
78.6,23.7,57.6,0.2,Limoneux,Céréales,0,0.0
46.4,41.1,29.0,1.0,Argileux,Maraîchage,1,11.68
57.6,26.7,74.6,4.0,Limoneux,Céréales,0,0.0
4.4,17.7,53.1,4.1,Limoneux,Céréales,1,6.52
30.1,27.3,75.9,2.0,Limoneux,Céréales,1,4.75
21.4,16.5,51.4,4.8,Argileux,Arboriculture,0,0.0
3.3,17.6,52.5,2.1,Sableux,Arboriculture,1,13.07
47.6,18.7,33.2,0.2,Limoneux,Céréales,0,0.0
2.0,22.9,68.7,1.5,Argileux,Maraîchage,1,12.79
15.9,32.6,39.2,2.2,Limoneux,Arboriculture,1,16.79
33.2,30.0,46.2,1.7,Limoneux,Maraîchage,1,9.08
26.7,29.7,55.0,2.9,Sableux,Céréales,1,5.17
53.7,18.3,57.2,0.9,Sableux,Céréales,0,0.0
51.7,22.2,24.3,3.8,Argileux,Maraîchage,1,6.0
64.7,27.9,50.8,3.6,Limoneux,Céréales,0,0.0
61.6,21.6,69.3,0.6,Sableux,Maraîchage,0,0.0
70.1,24.1,48.2,6.2,Limoneux,Maraîchage,0,0.0
45.0,29.1,51.0,1.4,Limoneux,Céréales,1,4.55
51.7,23.6,57.9,5.2,Limoneux,Maraîchage,0,0.0
56.3,27.6,52.7,2.2,Argileux,Arboriculture,1,8.0
48.1,37.1,36.5,0.2,Sableux,Maraîchage,1,8.17
36.3,24.8,54.3,0.5,Limoneux,Céréales,1,5.14
37.7,34.3,72.9,8.5,Limoneux,Arboriculture,1,8.0
27.0,29.9,36.1,1.8,Argileux,Maraîchage,1,11.83
54.3,15.7,48.3,4.0,Sableux,Arboriculture,0,0.0
42.9,18.3,30.1,2.2,Sableux,Arboriculture,1,8.0
30.4,20.2,71.9,1.2,Limoneux,Arboriculture,0,0.0
30.4,20.0,53.3,6.9,Limoneux,Maraîchage,0,0.0
18.4,25.4,39.7,1.4,Argileux,Arboriculture,1,16.53
66.5,30.3,56.7,3.1,Limoneux,Arboriculture,0,0.0
46.7,34.8,33.3,0.5,Argileux,Arboriculture,1,13.88
26.0,28.2,36.4,0.8,Limoneux,Maraîchage,1,10.98
62.8,22.9,28.7,10.2,Sableux,Arboriculture,0,0.0
32.7,11.4,35.8,5.4,Sableux,Maraîchage,1,6.0
14.1,26.5,79.4,10.0,Argileux,Céréales,1,4.26
67.5,26.2,41.8,8.3,Sableux,Céréales,0,0.0
33.2,27.3,63.4,3.9,Argileux,Céréales,1,5.06
36.0,40.7,39.9,4.8,Sableux,Céréales,1,5.52
45.9,34.7,68.7,7.0,Sableux,Maraîchage,1,6.0
70.1,31.5,36.5,1.2,Sableux,Céréales,0,0.0
45.4,19.3,55.7,0.7,Limoneux,Arboriculture,0,0.0
18.6,22.4,56.0,0.2,Limoneux,Céréales,1,6.81
57.0,25.3,96.9,2.7,Argileux,Maraîchage,0,0.0
34.3,20.6,66.3,0.7,Limoneux,Arboriculture,1,8.53
86.5,29.5,44.3,2.1,Limoneux,Maraîchage,0,0.0
45.0,28.5,67.3,1.5,Limoneux,Céréales,0,0.0
2.0,18.4,93.5,3.2,Argileux,Céréales,1,6.36
52.9,34.4,25.7,0.2,Limoneux,Céréales,1,5.79
87.8,26.7,39.8,3.3,Sableux,Arboriculture,0,0.0
79.7,13.9,50.7,0.2,Limoneux,Céréales,0,0.0
85.3,25.6,47.5,1.2,Argileux,Arboriculture,0,0.0
22.6,28.0,49.0,3.6,Sableux,Maraîchage,0,0.0
65.1,32.8,31.5,0.7,Argileux,Arboriculture,1,9.33
29.1,23.6,80.3,5.7,Limoneux,Céréales,0,0.0
49.9,31.8,29.4,8.8,Limoneux,Maraîchage,0,0.0
17.0,27.3,51.4,1.0,Sableux,Maraîchage,1,10.07
30.8,16.8,73.8,3.3,Argileux,Arboriculture,0,0.0
30.1,16.1,54.5,0.2,Sableux,Céréales,1,4.0
64.8,33.9,37.4,7.2,Sableux,Céréales,0,0.0
62.6,34.4,30.7,0.7,Limoneux,Maraîchage,1,6.51
51.1,28.3,50.9,8.8,Limoneux,Céréales,0,0.0
15.3,36.5,41.4,2.0,Limoneux,Arboriculture,1,17.88
38.1,33.4,58.7,0.6,Sableux,Maraîchage,0,0.0
28.6,30.8,29.8,0.8,Sableux,Céréales,1,6.83
64.1,19.6,69.6,8.1,Sableux,Céréales,0,0.0
70.9,38.1,57.1,2.0,Limoneux,Arboriculture,0,0.0
68.2,29.8,58.4,5.4,Limoneux,Maraîchage,0,0.0
28.4,23.3,80.9,2.8,Limoneux,Céréales,0,0.0
2.0,21.3,47.1,4.5,Limoneux,Arboriculture,1,14.67
6.1,27.8,41.9,0.8,Argileux,Maraîchage,1,15.06
76.3,14.3,45.1,2.1,Limoneux,Arboriculture,0,0.0
36.2,30.9,51.5,2.5,Limoneux,Arboriculture,1,10.71
28.5,19.3,53.4,1.8,Limoneux,Arboriculture,0,0.0
81.1,28.6,40.0,1.9,Limoneux,Céréales,1,4.0
72.8,22.3,18.6,7.8,Limoneux,Arboriculture,0,0.0
45.5,24.1,44.9,6.9,Sableux,Arboriculture,1,8.0
38.5,20.7,61.5,2.7,Sableux,Arboriculture,0,0.0
42.1,24.9,57.5,0.3,Argileux,Céréales,0,0.0
50.0,39.2,76.6,0.7,Limoneux,Céréales,0,0.0
80.2,35.7,90.2,2.8,Limoneux,Céréales,0,0.0
54.3,28.5,68.7,0.3,Sableux,Maraîchage,0,0.0
61.0,25.8,79.9,0.8,Limoneux,Arboriculture,0,0.0
70.7,31.9,68.8,1.9,Limoneux,Arboriculture,1,8.0
19.3,33.9,85.8,1.9,Limoneux,Céréales,1,6.45
61.6,20.2,88.3,1.9,Limoneux,Maraîchage,0,0.0
38.5,25.5,72.1,0.2,Limoneux,Céréales,0,0.0
2.0,13.2,67.7,0.5,Argileux,Céréales,1,7.66
2.0,33.9,51.3,5.7,Limoneux,Céréales,1,8.38
22.6,40.5,54.3,1.5,Argileux,Arboriculture,1,18.24
56.7,26.6,48.9,11.2,Argileux,Arboriculture,0,0.0
47.5,11.1,66.2,0.4,Limoneux,Arboriculture,1,8.0
49.1,30.3,42.0,3.6,Argileux,Arboriculture,1,9.32
87.9,19.7,51.6,1.3,Sableux,Arboriculture,0,0.0
17.1,21.4,12.6,1.3,Argileux,Céréales,1,8.97
44.4,30.4,86.0,7.0,Argileux,Céréales,0,0.0
51.7,27.8,51.0,13.9,Limoneux,Céréales,0,0.0
28.8,22.6,63.2,6.8,Argileux,Céréales,0,0.0
45.6,21.5,81.2,9.0,Limoneux,Arboriculture,0,0.0
9.8,26.9,60.4,3.6,Sableux,Céréales,1,6.2
76.0,23.1,81.0,7.2,Argileux,Céréales,0,0.0
30.0,18.2,32.6,0.3,Sableux,Maraîchage,1,7.68
89.7,23.7,98.2,2.3,Sableux,Arboriculture,0,0.0
44.3,28.4,74.6,2.1,Limoneux,Céréales,0,0.0
67.6,24.8,58.8,0.9,Argileux,Céréales,1,4.0
43.8,16.1,80.7,1.0,Limoneux,Céréales,0,0.0
44.3,32.9,34.0,2.4,Limoneux,Maraîchage,1,8.2
32.2,8.0,49.8,0.1,Sableux,Céréales,0,0.0
47.6,22.9,81.0,2.9,Sableux,Arboriculture,0,0.0
52.0,21.7,21.4,0.2,Sableux,Céréales,1,4.0
27.7,27.0,65.1,0.7,Sableux,Maraîchage,1,7.58
42.2,29.9,64.6,2.4,Argileux,Céréales,0,0.0
31.6,33.9,90.4,0.8,Argileux,Maraîchage,1,9.12
95.6,21.0,26.5,12.9,Argileux,Céréales,0,0.0
43.0,30.1,84.0,2.4,Sableux,Céréales,1,4.0
79.0,27.4,44.9,2.8,Sableux,Maraîchage,0,0.0
40.7,14.0,47.0,0.1,Sableux,Arboriculture,1,8.0
50.7,39.3,33.0,8.2,Limoneux,Maraîchage,1,6.0
15.9,15.9,35.4,1.9,Limoneux,Arboriculture,0,0.0
35.2,28.9,62.3,0.7,Limoneux,Arboriculture,1,10.81
49.6,28.7,35.0,1.1,Sableux,Maraîchage,0,0.0
79.9,27.9,68.3,5.4,Argileux,Céréales,0,0.0
49.9,22.5,43.1,9.9,Sableux,Maraîchage,0,0.0
75.4,31.8,33.2,2.3,Sableux,Maraîchage,0,0.0
59.1,15.1,45.5,0.7,Argileux,Arboriculture,0,0.0
80.8,25.5,61.1,0.5,Argileux,Arboriculture,0,0.0
43.7,22.1,50.0,0.0,Sableux,Maraîchage,0,0.0
97.6,21.3,55.6,1.6,Limoneux,Maraîchage,0,0.0
34.3,29.0,67.5,8.8,Argileux,Maraîchage,0,0.0
28.1,33.5,74.5,3.8,Argileux,Céréales,1,6.01
18.4,23.6,49.4,0.8,Argileux,Maraîchage,1,11.77
96.3,31.5,36.2,2.8,Limoneux,Maraîchage,0,0.0
63.0,26.3,56.4,1.6,Limoneux,Céréales,0,0.0
37.6,19.8,63.5,2.0,Argileux,Maraîchage,1,6.34
72.5,24.2,28.7,3.2,Sableux,Arboriculture,0,0.0
60.1,23.9,39.0,0.6,Sableux,Arboriculture,0,0.0
88.3,21.1,42.1,4.4,Limoneux,Arboriculture,0,0.0
10.9,29.0,51.3,10.7,Argileux,Maraîchage,0,0.0
39.2,27.6,41.3,0.1,Sableux,Arboriculture,0,0.0
34.8,14.9,67.7,3.6,Limoneux,Arboriculture,0,0.0
2.0,14.4,26.1,3.0,Limoneux,Maraîchage,1,11.71
68.3,29.0,26.6,0.3,Limoneux,Arboriculture,1,8.0
39.1,20.3,49.0,2.6,Argileux,Céréales,0,0.0
61.3,28.1,51.8,1.2,Sableux,Arboriculture,1,8.0
96.9,31.5,28.8,5.3,Argileux,Céréales,0,0.0
37.2,17.1,44.1,4.5,Limoneux,Arboriculture,1,8.0
35.7,16.1,47.8,11.3,Argileux,Maraîchage,0,0.0
47.6,37.7,47.9,2.5,Limoneux,Céréales,1,5.12
66.7,28.5,57.7,0.2,Sableux,Maraîchage,1,6.0
32.5,23.1,43.1,0.1,Argileux,Maraîchage,0,0.0
31.1,19.5,81.6,0.3,Argileux,Maraîchage,1,7.19
68.3,22.4,63.8,1.4,Sableux,Céréales,0,0.0
53.3,17.7,40.5,5.8,Argileux,Maraîchage,1,6.0
2.0,32.2,56.7,1.6,Argileux,Arboriculture,1,20.38
18.0,20.6,57.2,0.2,Limoneux,Céréales,1,6.59
78.0,33.7,76.9,6.0,Argileux,Arboriculture,1,8.0
53.8,23.2,44.2,6.4,Limoneux,Arboriculture,0,0.0
28.2,18.7,68.8,0.3,Limoneux,Maraîchage,1,7.1
41.3,23.0,55.8,2.4,Sableux,Maraîchage,0,0.0
45.3,8.0,81.8,1.4,Argileux,Céréales,0,0.0
61.2,25.2,78.2,2.9,Sableux,Céréales,0,0.0
15.1,24.8,58.5,8.2,Argileux,Maraîchage,1,8.09
26.5,31.8,50.3,0.9,Limoneux,Arboriculture,0,0.0
51.0,12.8,64.1,7.4,Limoneux,Céréales,0,0.0
42.8,34.1,51.8,2.6,Sableux,Arboriculture,1,8.4
57.6,31.7,85.2,2.7,Argileux,Maraîchage,0,0.0
18.0,34.8,56.4,2.5,Sableux,Arboriculture,1,13.7
52.9,25.6,47.7,2.8,Limoneux,Maraîchage,1,6.0
69.0,33.1,46.7,0.9,Argileux,Céréales,1,4.0
55.7,15.7,33.2,1.5,Argileux,Céréales,0,0.0
48.1,31.0,65.0,6.1,Argileux,Arboriculture,0,0.0
42.9,20.6,40.2,1.1,Argileux,Maraîchage,1,7.54
26.6,14.4,74.8,8.9,Limoneux,Maraîchage,1,6.0
43.4,18.1,31.7,1.4,Sableux,Céréales,0,0.0
72.7,26.0,57.3,2.5,Argileux,Céréales,0,0.0
42.4,20.2,75.7,4.1,Argileux,Maraîchage,1,6.0
25.4,28.6,16.3,8.7,Argileux,Maraîchage,1,9.43
34.2,13.3,91.3,0.3,Limoneux,Maraîchage,1,6.0
49.4,11.1,47.3,5.8,Sableux,Céréales,1,4.0
36.8,35.6,57.5,3.2,Limoneux,Céréales,1,5.42
55.7,32.3,65.3,1.9,Limoneux,Céréales,1,4.0
56.5,18.7,68.1,2.0,Argileux,Arboriculture,0,0.0
64.6,26.0,59.9,0.4,Limoneux,Maraîchage,0,0.0
76.3,33.1,73.0,0.7,Sableux,Arboriculture,0,0.0
66.9,28.9,64.3,0.7,Sableux,Arboriculture,0,0.0
24.4,27.0,86.7,1.1,Argileux,Maraîchage,0,0.0
25.1,33.7,64.4,3.4,Argileux,Maraîchage,1,10.34
43.3,20.9,90.4,3.6,Sableux,Maraîchage,0,0.0
35.1,26.2,71.2,4.5,Limoneux,Maraîchage,0,0.0
20.0,25.9,22.5,5.7,Limoneux,Céréales,1,6.53
35.3,24.1,100.0,1.7,Limoneux,Maraîchage,0,0.0
34.6,23.3,44.7,10.2,Argileux,Maraîchage,0,0.0
30.2,26.5,81.9,0.0,Sableux,Céréales,1,4.29
38.1,26.2,55.5,3.8,Sableux,Arboriculture,1,8.0
70.9,18.7,74.1,3.0,Sableux,Maraîchage,0,0.0
49.4,31.6,42.6,0.4,Sableux,Arboriculture,1,8.6
99.4,19.2,66.3,6.7,Argileux,Céréales,0,0.0
48.8,24.5,50.4,5.5,Argileux,Arboriculture,1,8.0
38.6,23.9,83.4,8.3,Sableux,Maraîchage,0,0.0
45.1,28.5,62.9,0.6,Limoneux,Céréales,0,0.0
50.6,11.2,71.8,0.7,Sableux,Arboriculture,0,0.0
54.6,32.2,16.0,1.9,Sableux,Maraîchage,1,6.52
90.7,21.3,53.5,0.4,Sableux,Arboriculture,0,0.0
26.4,34.5,62.4,1.8,Sableux,Céréales,1,5.91
63.9,22.7,59.0,3.7,Limoneux,Céréales,0,0.0
49.6,25.7,72.3,1.1,Argileux,Céréales,0,0.0
10.4,39.4,48.4,3.7,Limoneux,Céréales,1,9.01
62.0,24.1,55.9,0.9,Argileux,Maraîchage,1,6.0
72.9,34.7,76.3,1.1,Limoneux,Arboriculture,1,8.0
26.1,26.3,14.0,9.4,Sableux,Céréales,0,0.0
44.8,28.9,65.6,0.0,Sableux,Arboriculture,0,0.0
7.0,26.5,49.0,4.3,Sableux,Céréales,0,0.0
17.3,31.9,38.6,2.3,Sableux,Céréales,1,7.36
68.1,21.2,61.1,2.0,Argileux,Céréales,0,0.0
34.7,19.1,77.1,0.9,Argileux,Arboriculture,0,0.0
20.6,21.5,73.7,3.0,Argileux,Arboriculture,0,0.0
50.0,26.7,52.6,1.2,Limoneux,Arboriculture,1,8.0
33.5,24.5,70.8,1.1,Limoneux,Céréales,1,4.53
34.6,31.0,70.6,1.1,Limoneux,Arboriculture,1,10.51
61.3,35.1,53.4,1.0,Limoneux,Céréales,1,4.0
19.4,19.2,42.5,0.1,Argileux,Céréales,1,7.65
25.1,20.9,43.6,12.2,Argileux,Arboriculture,0,0.0
48.4,15.9,70.1,1.1,Argileux,Maraîchage,1,6.0
66.3,40.2,54.2,2.3,Limoneux,Arboriculture,0,0.0
72.2,28.1,36.2,2.8,Sableux,Maraîchage,0,0.0
30.4,29.4,24.7,0.3,Argileux,Céréales,0,0.0
65.6,16.6,70.0,9.8,Limoneux,Céréales,0,0.0
27.7,26.0,45.2,1.4,Argileux,Céréales,1,7.07
85.2,29.6,60.9,0.6,Limoneux,Céréales,0,0.0
20.1,24.2,77.3,0.6,Argileux,Céréales,1,6.68
74.2,33.5,31.4,1.5,Limoneux,Céréales,1,4.0
30.6,42.2,54.2,1.9,Argileux,Céréales,0,0.0
89.3,19.4,51.9,1.3,Argileux,Céréales,0,0.0
58.0,18.8,61.8,0.4,Sableux,Arboriculture,0,0.0
22.6,19.9,77.3,0.1,Limoneux,Céréales,1,5.2
33.5,37.2,31.1,4.3,Limoneux,Céréales,1,6.65
62.2,33.3,65.3,5.0,Argileux,Arboriculture,0,0.0
68.2,25.1,73.6,0.4,Argileux,Arboriculture,0,0.0
43.4,26.3,51.6,3.0,Argileux,Maraîchage,1,6.86
46.0,20.3,52.5,4.0,Limoneux,Arboriculture,0,0.0
61.7,32.2,62.5,6.1,Limoneux,Maraîchage,1,6.0
47.9,23.3,61.2,6.6,Limoneux,Maraîchage,0,0.0
16.5,24.2,65.5,1.9,Argileux,Arboriculture,1,14.16
27.1,30.3,65.1,1.7,Sableux,Maraîchage,1,7.78
50.2,24.7,37.3,4.2,Limoneux,Arboriculture,1,8.0
71.7,24.4,72.8,2.6,Sableux,Arboriculture,0,0.0
80.6,26.1,76.0,0.7,Argileux,Arboriculture,0,0.0
62.1,31.6,58.3,0.0,Limoneux,Arboriculture,1,8.0
51.3,37.5,28.1,7.0,Limoneux,Arboriculture,0,0.0
61.5,30.1,52.9,1.1,Limoneux,Maraîchage,0,0.0
30.3,31.6,58.5,1.0,Limoneux,Arboriculture,1,12.68
41.6,24.6,34.4,7.3,Argileux,Maraîchage,1,6.0
26.9,21.0,48.5,1.9,Limoneux,Maraîchage,0,0.0
17.5,30.6,29.6,0.5,Limoneux,Maraîchage,1,13.42
52.3,27.2,65.9,5.1,Sableux,Céréales,1,4.0
49.1,16.0,58.0,0.3,Sableux,Arboriculture,0,0.0
60.1,23.7,25.4,11.3,Limoneux,Maraîchage,0,0.0
57.0,25.4,61.3,2.3,Argileux,Arboriculture,0,0.0
50.3,22.4,54.0,4.3,Argileux,Céréales,0,0.0
57.2,36.4,64.3,3.5,Limoneux,Céréales,0,0.0
44.1,29.4,48.0,2.1,Limoneux,Arboriculture,1,9.13
54.1,35.6,40.6,1.8,Limoneux,Céréales,1,4.66
29.0,27.8,41.1,2.5,Sableux,Céréales,0,0.0
53.1,26.6,45.3,0.9,Sableux,Arboriculture,0,0.0
59.7,19.4,55.3,3.3,Limoneux,Céréales,0,0.0
30.3,26.1,57.7,0.6,Sableux,Céréales,0,0.0
46.1,26.1,51.6,0.7,Sableux,Maraîchage,0,0.0
31.3,16.4,47.4,3.2,Sableux,Maraîchage,0,0.0
33.4,22.2,48.7,6.0,Sableux,Maraîchage,0,0.0
20.3,23.7,100.0,5.3,Limoneux,Maraîchage,0,0.0
72.8,28.9,41.1,0.4,Argileux,Maraîchage,0,0.0
68.4,29.2,45.0,1.2,Argileux,Arboriculture,0,0.0
56.8,21.9,100.0,10.0,Limoneux,Maraîchage,0,0.0
88.4,29.3,62.6,4.2,Limoneux,Céréales,0,0.0
40.8,24.7,30.2,6.2,Sableux,Arboriculture,1,8.0
100.0,8.0,70.2,2.4,Sableux,Arboriculture,0,0.0
40.0,22.6,38.6,7.5,Limoneux,Céréales,0,0.0
50.6,33.6,71.4,0.5,Limoneux,Maraîchage,1,6.01
36.2,14.2,51.2,1.4,Sableux,Arboriculture,1,8.0
53.2,26.8,47.1,5.6,Limoneux,Maraîchage,0,0.0
63.4,37.1,84.0,1.2,Sableux,Arboriculture,1,8.0
42.5,20.7,65.2,2.0,Sableux,Arboriculture,0,0.0
84.1,26.0,72.5,1.3,Argileux,Maraîchage,0,0.0
50.3,16.9,62.8,0.9,Limoneux,Arboriculture,0,0.0
51.0,37.4,47.0,5.7,Limoneux,Maraîchage,0,0.0
25.0,25.4,66.0,1.7,Argileux,Maraîchage,1,9.54
54.2,26.3,76.8,2.7,Argileux,Arboriculture,0,0.0
42.1,35.5,57.4,3.4,Argileux,Arboriculture,1,11.1
31.6,30.6,87.4,1.0,Limoneux,Maraîchage,1,7.34
27.9,19.9,70.3,1.1,Argileux,Arboriculture,1,10.74
100.0,21.5,58.8,5.3,Limoneux,Arboriculture,0,0.0
39.2,29.5,59.5,3.3,Argileux,Arboriculture,1,10.05
12.9,21.6,57.5,2.5,Argileux,Maraîchage,1,10.89
29.6,11.2,32.5,0.1,Limoneux,Maraîchage,0,0.0
43.9,25.6,53.4,2.9,Argileux,Arboriculture,0,0.0
57.0,15.6,59.0,1.0,Limoneux,Arboriculture,0,0.0
57.2,37.3,47.5,6.3,Argileux,Arboriculture,1,8.0
59.9,27.2,61.1,0.7,Sableux,Céréales,0,0.0
30.8,19.7,55.4,5.4,Argileux,Maraîchage,0,0.0
52.5,21.1,68.9,4.6,Limoneux,Arboriculture,0,0.0
25.7,12.8,66.9,5.6,Argileux,Maraîchage,0,0.0
31.4,18.3,58.0,8.2,Limoneux,Céréales,1,4.0
24.8,33.1,30.4,2.2,Argileux,Arboriculture,1,17.29
18.9,41.6,87.2,5.3,Sableux,Céréales,0,0.0
68.4,31.1,52.4,6.4,Sableux,Maraîchage,0,0.0
60.1,25.4,53.5,5.0,Limoneux,Maraîchage,0,0.0
66.5,23.0,48.8,1.2,Argileux,Céréales,0,0.0
45.9,19.3,46.2,1.5,Argileux,Arboriculture,0,0.0
62.1,40.4,82.8,8.0,Limoneux,Céréales,1,4.0
6.3,24.7,79.9,2.9,Limoneux,Arboriculture,1,13.1
64.0,40.8,63.0,6.3,Limoneux,Maraîchage,0,0.0
48.9,35.8,53.1,0.6,Argileux,Arboriculture,1,11.94
58.8,13.8,66.1,2.0,Limoneux,Arboriculture,0,0.0
53.4,21.3,56.3,3.0,Limoneux,Céréales,0,0.0
23.3,21.3,51.6,5.2,Argileux,Arboriculture,0,0.0
12.0,25.4,61.1,2.1,Sableux,Céréales,0,0.0
29.3,25.6,47.1,2.5,Argileux,Céréales,1,6.39
57.4,45.0,59.5,2.7,Sableux,Arboriculture,1,8.0
60.2,18.5,58.7,1.8,Sableux,Arboriculture,0,0.0
14.9,27.6,65.9,2.7,Argileux,Arboriculture,1,14.86
23.4,30.3,43.9,1.3,Argileux,Maraîchage,1,12.33
29.1,26.0,67.8,3.0,Argileux,Arboriculture,0,0.0
37.1,26.8,38.7,3.7,Argileux,Maraîchage,1,8.41
15.0,18.7,44.7,3.6,Limoneux,Céréales,1,5.98
13.7,26.7,45.5,0.2,Limoneux,Céréales,1,8.32
26.9,29.6,35.7,0.1,Sableux,Céréales,0,0.0
46.9,28.3,73.3,4.1,Sableux,Arboriculture,1,8.0
19.0,30.0,37.6,2.0,Sableux,Arboriculture,1,14.13
42.5,35.9,42.4,1.1,Sableux,Maraîchage,1,8.06
